Invoice ID,Customer ID,Customer Name,Branch,City,State,Customer Type,Gender,Brand,Product,Product Line,Unit Price,Quantity,Discount %,Discount Amount,Tax,Total,Date,Time,Payment,COGS,Gross Margin %,Gross Income,Rating,Salesperson,Stock Available
INV00002321,CUST1202,Karan Yadav,Ahmedabad,Ahmedabad,Gujarat,Member,Female,India Gate,Basmati Rice,Grocery,39.49,2,20,15.8,3.16,66.34,2023-08-26,12:40,Cash,78.98,4.7619,3.16,9.1,Vivaan Sharma,102
INV00002322,CUST2427,Sneha Jain,Howrah,Howrah,West Bengal,Regular,Male,Nestlé,Maggi Noodles,Instant Food,968.79,6,10,581.27,261.57,5493.04,2022-12-23,21:33,UPI,5812.74,4.7619,261.57,5.5,Krishna Patel,90
INV00002323,CUST2004,Riya Sharma,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,151.04,7,10,105.73,47.58,999.13,2023-12-10,14:30,Cash,1057.28,4.7619,47.58,9.0,Krishna Sharma,370
INV00002324,CUST1369,Meera Verma,Delhi NCR,New Delhi,Delhi,Member,Male,Nestlé,Nescafé Coffee,Beverages,788.51,4,10,315.4,141.93,2980.57,2022-07-29,08:14,Cash,3154.04,4.7619,141.93,7.6,Sneha Jain,431
INV00002325,CUST1550,Aditya Jain,Salt Lake,Kolkata,West Bengal,Member,Male,Unilever,Clinic Plus Shampoo,Personal Care,321.21,3,0,0.0,48.18,1011.81,2022-04-14,18:01,UPI,963.63,4.7619,48.18,7.6,Ishita Das,361
INV00002326,CUST1058,Krishna Nair,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Coca-Cola,Coca-Cola,Beverages,597.36,2,20,238.94,47.79,1003.57,2023-09-11,17:33,Wallet,1194.72,4.7619,47.79,10.0,Aarav Jain,44
INV00002327,CUST1724,Riya Yadav,Pune,Pune,Maharashtra,Member,Female,Tata,Tata Salt,Grocery,1085.87,8,5,434.35,412.63,8665.24,2024-02-16,17:45,Cash,8686.96,4.7619,412.63,8.6,Karan Das,496
INV00002328,CUST2408,Ishita Mukherjee,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Nestlé,Maggi Noodles,Instant Food,367.58,7,15,385.96,109.36,2296.46,2024-10-31,17:25,Debit Card,2573.06,4.7619,109.36,4.3,Ishita Gupta,284
INV00002329,CUST1042,Rahul Reddy,Chennai,Chennai,Tamil Nadu,Wholesale,Female,Tata,Tata Tea Gold,Beverages,710.04,4,5,142.01,134.91,2833.06,2023-09-14,15:57,Credit Card,2840.16,4.7619,134.91,7.5,Rohan Reddy,344
INV00002330,CUST2155,Ananya Nair,Delhi NCR,New Delhi,Delhi,Member,Female,Tata,Tata Tea Gold,Beverages,1000.89,3,15,450.4,127.61,2679.88,2022-08-24,22:53,UPI,3002.67,4.7619,127.61,3.6,Arjun Yadav,247
INV00002331,CUST1526,Aarav Patel,Kolkata Central,Kolkata,West Bengal,Member,Female,Colgate,Colgate Toothpaste,Personal Care,197.82,2,20,79.13,15.83,332.34,2024-06-06,13:41,Wallet,395.64,4.7619,15.83,8.5,Saanvi Roy,63
INV00002332,CUST2462,Aarav Ghosh,Howrah,Howrah,West Bengal,Regular,Male,Nestlé,Nescafé Coffee,Beverages,604.49,4,0,0.0,120.9,2538.86,2022-11-18,08:16,Credit Card,2417.96,4.7619,120.9,9.7,Rahul Nair,50
INV00002333,CUST2152,Diya Nair,Chennai,Chennai,Tamil Nadu,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,659.45,3,10,197.84,89.03,1869.54,2024-08-29,11:17,Cash,1978.35,4.7619,89.03,8.4,Aditi Patel,323
INV00002334,CUST1153,Neha Ghosh,Howrah,Howrah,West Bengal,Regular,Male,Amul,Amul Butter,Dairy,624.86,3,15,281.19,79.67,1673.06,2023-08-13,08:52,UPI,1874.58,4.7619,79.67,4.1,Riya Verma,173
INV00002335,CUST1968,Arjun Sharma,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,Patanjali,Patanjali Honey,Health,731.93,6,5,219.58,208.6,4380.6,2023-11-01,20:16,UPI,4391.58,4.7619,208.6,6.5,Aarav Reddy,361
INV00002336,CUST1876,Ananya Pramanik,Ahmedabad,Ahmedabad,Gujarat,Member,Female,P&G,Tide Detergent,Home Care,755.65,8,0,0.0,302.26,6347.46,2023-04-01,19:52,Credit Card,6045.2,4.7619,302.26,4.9,Aditya Ghosh,413
INV00002337,CUST1360,Priya Singh,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,ITC,Aashirvaad Atta,Grocery,412.83,2,0,0.0,41.28,866.94,2022-11-24,13:58,UPI,825.66,4.7619,41.28,6.0,Krishna Mukherjee,302
INV00002338,CUST2216,Aditi Roy,Salt Lake,Kolkata,West Bengal,Member,Male,Britannia,Britannia Bread,Bakery,1059.46,3,5,158.92,150.97,3170.43,2024-12-08,11:00,Wallet,3178.38,4.7619,150.97,5.9,Karan Pramanik,305
INV00002339,CUST1750,Sneha Roy,Hyderabad,Hyderabad,Telangana,Regular,Male,Nestlé,Nescafé Coffee,Beverages,1096.87,1,20,219.37,43.88,921.38,2024-03-11,21:48,Cash,1096.87,4.7619,43.88,8.6,Krishna Das,465
INV00002340,CUST1337,Diya Gupta,Delhi NCR,New Delhi,Delhi,Member,Male,P&G,Tide Detergent,Home Care,1066.96,3,5,160.04,152.04,3192.88,2023-01-15,20:42,Wallet,3200.88,4.7619,152.04,8.7,Aarav Yadav,109
INV00002341,CUST1152,Priya Singh,Howrah,Howrah,West Bengal,Wholesale,Male,India Gate,Basmati Rice,Grocery,1148.69,8,20,1837.9,367.58,7719.2,2022-02-03,08:57,Cash,9189.52,4.7619,367.58,6.6,Diya Nair,22
INV00002342,CUST1933,Vivaan Reddy,Salt Lake,Kolkata,West Bengal,Member,Male,Amul,Amul Milk,Dairy,509.29,7,5,178.25,169.34,3556.12,2024-05-15,14:54,Cash,3565.03,4.7619,169.34,9.2,Arjun Verma,320
INV00002343,CUST1678,Rahul Roy,Ahmedabad,Ahmedabad,Gujarat,Member,Female,ITC,Aashirvaad Atta,Grocery,933.53,8,10,746.82,336.07,7057.49,2023-02-26,14:03,Wallet,7468.24,4.7619,336.07,9.3,Rahul Gupta,93
INV00002344,CUST2000,Akash Pramanik,Salt Lake,Kolkata,West Bengal,Wholesale,Female,Nestlé,Nescafé Coffee,Beverages,1107.95,1,0,0.0,55.4,1163.35,2022-06-19,11:09,Credit Card,1107.95,4.7619,55.4,8.7,Arjun Verma,200
INV00002345,CUST1295,Arjun Mukherjee,Salt Lake,Kolkata,West Bengal,Regular,Male,Patanjali,Patanjali Honey,Health,1058.45,4,15,635.07,179.94,3778.67,2022-07-06,13:01,Wallet,4233.8,4.7619,179.94,8.6,Akash Nair,136
INV00002346,CUST1328,Meera Roy,Ahmedabad,Ahmedabad,Gujarat,Member,Male,Colgate,Colgate Toothpaste,Personal Care,900.53,7,10,630.37,283.67,5957.01,2022-07-24,18:43,Debit Card,6303.71,4.7619,283.67,3.9,Aarav Gupta,255
INV00002347,CUST1548,Akash Pramanik,Delhi NCR,New Delhi,Delhi,Wholesale,Female,Coca-Cola,Coca-Cola,Beverages,301.05,1,20,60.21,12.04,252.88,2022-08-28,16:23,Debit Card,301.05,4.7619,12.04,9.7,Ananya Das,218
INV00002348,CUST2368,Rahul Das,Salt Lake,Kolkata,West Bengal,Regular,Female,Nestlé,Nescafé Coffee,Beverages,1073.57,2,20,429.43,85.89,1803.6,2023-04-29,17:47,Debit Card,2147.14,4.7619,85.89,5.8,Ishita Verma,487
INV00002349,CUST1035,Aarav Nair,Hyderabad,Hyderabad,Telangana,Regular,Male,Unilever,Lux Soap,Personal Care,404.53,1,15,60.68,17.19,361.04,2024-09-10,17:33,Cash,404.53,4.7619,17.19,9.7,Krishna Nair,122
INV00002350,CUST1648,Riya Mukherjee,Howrah,Howrah,West Bengal,Regular,Female,HUL,Surf Excel,Home Care,155.41,5,5,38.85,36.91,775.11,2023-06-30,14:26,Debit Card,777.05,4.7619,36.91,4.8,Sneha Pramanik,5
INV00002351,CUST2430,Priya Das,Mumbai,Mumbai,Maharashtra,Member,Female,Tata,Tata Salt,Grocery,1110.3,1,10,111.03,49.96,1049.23,2024-09-13,08:23,Debit Card,1110.3,4.7619,49.96,8.0,Diya Reddy,278
INV00002352,CUST2396,Rahul Das,Kolkata Central,Kolkata,West Bengal,Member,Female,India Gate,Basmati Rice,Grocery,802.14,6,15,721.93,204.55,4295.46,2023-03-10,13:33,Wallet,4812.84,4.7619,204.55,9.6,Ishita Mukherjee,236
INV00002353,CUST2490,Aditya Gupta,Ahmedabad,Ahmedabad,Gujarat,Regular,Male,Tata,Tata Tea Gold,Beverages,305.11,5,5,76.28,72.46,1521.73,2024-09-08,21:43,UPI,1525.55,4.7619,72.46,5.0,Ananya Patel,152
INV00002354,CUST1300,Meera Jain,Kolkata Central,Kolkata,West Bengal,Regular,Male,Adani Wilmar,Fortune Sunflower Oil,Grocery,1192.43,6,15,1073.19,304.07,6385.46,2022-11-09,18:06,Debit Card,7154.58,4.7619,304.07,7.4,Karan Gupta,169
INV00002355,CUST1860,Saanvi Nair,Bengaluru,Bengaluru,Karnataka,Member,Female,HUL,Red Label Tea,Beverages,785.61,7,0,0.0,274.96,5774.23,2022-03-26,08:39,UPI,5499.27,4.7619,274.96,6.6,Akash Nair,37
INV00002356,CUST1057,Karan Patel,Chennai,Chennai,Tamil Nadu,Member,Male,Tata,Tata Tea Gold,Beverages,84.23,8,15,101.08,28.64,601.4,2023-11-26,17:47,Cash,673.84,4.7619,28.64,5.8,Neha Singh,212
INV00002357,CUST1690,Ananya Ghosh,Salt Lake,Kolkata,West Bengal,Wholesale,Male,Nestlé,Maggi Noodles,Instant Food,903.87,6,0,0.0,271.16,5694.38,2022-05-09,10:31,Credit Card,5423.22,4.7619,271.16,5.1,Vivaan Mukherjee,310
INV00002358,CUST1472,Aditi Verma,Chennai,Chennai,Tamil Nadu,Wholesale,Male,Unilever,Dove Soap,Personal Care,349.78,8,15,419.74,118.93,2497.43,2022-01-21,11:13,Debit Card,2798.24,4.7619,118.93,6.6,Riya Patel,279
INV00002359,CUST1539,Aditi Reddy,Kolkata Central,Kolkata,West Bengal,Member,Male,Amul,Amul Butter,Dairy,591.58,4,15,354.95,100.57,2111.94,2024-05-22,19:34,Debit Card,2366.32,4.7619,100.57,8.3,Arjun Singh,470
INV00002360,CUST1306,Aditi Yadav,Bengaluru,Bengaluru,Karnataka,Wholesale,Female,Adani Wilmar,Fortune Sunflower Oil,Grocery,211.1,5,20,211.1,42.22,886.62,2022-09-17,12:28,Cash,1055.5,4.7619,42.22,8.3,Rahul Mukherjee,85
INV00002361,CUST1766,Aditya Ghosh,Bengaluru,Bengaluru,Karnataka,Member,Female,Nestlé,Maggi Noodles,Instant Food,1075.7,4,5,215.14,204.38,4292.04,2024-10-01,09:59,UPI,4302.8,4.7619,204.38,9.5,Meera Yadav,81
INV00002362,CUST1836,Aditya Jain,Pune,Pune,Maharashtra,Member,Male,Tata,Tata Salt,Grocery,264.44,3,0,0.0,39.67,832.99,2022-05-31,18:30,Cash,793.32,4.7619,39.67,4.8,Diya Jain,492
INV00002363,CUST2345,Aditi Nair,Bengaluru,Bengaluru,Karnataka,Regular,Female,India Gate,Basmati Rice,Grocery,1046.81,2,5,104.68,99.45,2088.39,2023-10-06,11:29,Debit Card,2093.62,4.7619,99.45,5.6,Krishna Mukherjee,186
INV00002364,CUST1253,Diya Patel,Bengaluru,Bengaluru,Karnataka,Regular,Male,Adani Wilmar,Fortune Sunflower Oil,Grocery,845.82,1,10,84.58,38.06,799.3,2023-01-28,18:07,Wallet,845.82,4.7619,38.06,8.4,Vivaan Yadav,317
INV00002365,CUST1370,Akash Sharma,Ahmedabad,Ahmedabad,Gujarat,Regular,Male,Amul,Amul Milk,Dairy,22.33,5,5,5.58,5.3,111.37,2022-10-08,22:48,Debit Card,111.65,4.7619,5.3,7.7,Meera Patel,365
INV00002366,CUST1131,Krishna Roy,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,India Gate,Basmati Rice,Grocery,1116.04,5,5,279.01,265.06,5566.25,2022-07-14,14:30,UPI,5580.2,4.7619,265.06,5.0,Rohan Roy,109
INV00002367,CUST1528,Karan Roy,Delhi NCR,New Delhi,Delhi,Member,Male,Britannia,Good Day Biscuits,Snacks,40.16,2,0,0.0,4.02,84.34,2023-05-24,10:29,Debit Card,80.32,4.7619,4.02,8.7,Ishita Singh,66
INV00002368,CUST2261,Aditi Das,Howrah,Howrah,West Bengal,Wholesale,Male,Adani Wilmar,Fortune Sunflower Oil,Grocery,778.21,6,0,0.0,233.46,4902.72,2022-03-01,13:21,Credit Card,4669.26,4.7619,233.46,8.7,Ishita Reddy,124
INV00002369,CUST1294,Neha Patel,Mumbai,Mumbai,Maharashtra,Regular,Male,India Gate,Basmati Rice,Grocery,624.52,7,5,218.58,207.65,4360.71,2022-12-08,20:14,Debit Card,4371.64,4.7619,207.65,7.8,Arjun Das,231
INV00002370,CUST1330,Ishita Reddy,Ahmedabad,Ahmedabad,Gujarat,Wholesale,Male,India Gate,Basmati Rice,Grocery,925.97,5,0,0.0,231.49,4861.34,2023-05-23,21:14,Wallet,4629.85,4.7619,231.49,8.5,Vivaan Nair,467
INV00002371,CUST2338,Sneha Gupta,Pune,Pune,Maharashtra,Member,Female,Amul,Amul Milk,Dairy,359.66,8,20,575.46,115.09,2416.91,2022-01-15,13:37,Credit Card,2877.28,4.7619,115.09,9.8,Aarav Das,238
INV00002372,CUST1424,Meera Verma,Ahmedabad,Ahmedabad,Gujarat,Wholesale,Male,Britannia,Britannia Bread,Bakery,989.61,5,0,0.0,247.4,5195.45,2024-06-20,19:10,Cash,4948.05,4.7619,247.4,8.3,Arjun Verma,264
INV00002373,CUST1435,Arjun Reddy,Kolkata Central,Kolkata,West Bengal,Wholesale,Male,Britannia,Britannia Bread,Bakery,449.09,2,5,44.91,42.66,895.93,2024-07-06,08:55,Debit Card,898.18,4.7619,42.66,8.8,Rohan Gupta,368
INV00002374,CUST2239,Neha Roy,Delhi NCR,New Delhi,Delhi,Wholesale,Male,Coca-Cola,Coca-Cola,Beverages,364.67,1,20,72.93,14.59,306.33,2024-01-27,12:13,Credit Card,364.67,4.7619,14.59,5.0,Meera Mukherjee,81
INV00002375,CUST1218,Aditya Singh,Pune,Pune,Maharashtra,Wholesale,Female,Unilever,Clinic Plus Shampoo,Personal Care,102.76,8,15,123.31,34.94,733.71,2024-07-22,19:32,Wallet,822.08,4.7619,34.94,8.2,Meera Yadav,418
INV00002376,CUST1174,Aarav Das,Salt Lake,Kolkata,West Bengal,Wholesale,Male,Amul,Amul Butter,Dairy,845.55,8,20,1352.88,270.58,5682.1,2024-09-26,09:50,UPI,6764.4,4.7619,270.58,5.2,Diya Yadav,124
INV00002377,CUST2073,Pooja Gupta,Bengaluru,Bengaluru,Karnataka,Regular,Female,Unilever,Dove Soap,Personal Care,814.51,6,0,0.0,244.35,5131.41,2022-01-08,19:21,Wallet,4887.06,4.7619,244.35,7.9,Meera Das,355
INV00002378,CUST1063,Ananya Pramanik,Howrah,Howrah,West Bengal,Wholesale,Male,Unilever,Lux Soap,Personal Care,286.59,5,15,214.94,60.9,1278.91,2024-06-21,15:23,Wallet,1432.95,4.7619,60.9,4.0,Meera Patel,325
INV00002379,CUST1002,Vivaan Gupta,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Unilever,Clinic Plus Shampoo,Personal Care,487.0,7,10,340.9,153.41,3221.51,2022-01-07,15:47,Credit Card,3409.0,4.7619,153.41,5.5,Aditi Das,349
INV00002380,CUST1574,Akash Singh,Delhi NCR,New Delhi,Delhi,Regular,Male,Colgate,Colgate Toothpaste,Personal Care,639.63,8,0,0.0,255.85,5372.89,2024-07-26,12:02,Debit Card,5117.04,4.7619,255.85,9.2,Karan Yadav,428
INV00002381,CUST2041,Riya Jain,Ahmedabad,Ahmedabad,Gujarat,Regular,Female,PepsiCo,Pepsi,Beverages,400.79,3,20,240.47,48.09,1009.99,2022-06-23,13:58,Credit Card,1202.37,4.7619,48.09,8.3,Vivaan Ghosh,14
INV00002382,CUST1614,Meera Singh,Hyderabad,Hyderabad,Telangana,Member,Male,Cadbury,Bournvita,Health,596.31,2,20,238.52,47.7,1001.8,2024-12-25,19:16,Cash,1192.62,4.7619,47.7,4.9,Aditi Patel,296
INV00002383,CUST1432,Priya Pramanik,Bengaluru,Bengaluru,Karnataka,Member,Female,Tata,Tata Tea Gold,Beverages,738.56,4,5,147.71,140.33,2946.86,2023-11-01,11:21,Debit Card,2954.24,4.7619,140.33,9.9,Karan Jain,293
INV00002384,CUST2439,Meera Pramanik,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Nestlé,Maggi Noodles,Instant Food,260.1,1,5,13.01,12.35,259.44,2022-01-24,17:41,Cash,260.1,4.7619,12.35,9.4,Rohan Patel,491
INV00002385,CUST1945,Vivaan Yadav,Mumbai,Mumbai,Maharashtra,Member,Female,Nestlé,Maggi Noodles,Instant Food,551.06,4,10,220.42,99.19,2083.01,2024-01-04,09:37,Credit Card,2204.24,4.7619,99.19,4.6,Neha Ghosh,137
INV00002386,CUST1108,Rahul Patel,Hyderabad,Hyderabad,Telangana,Member,Female,Parle,Parle-G,Snacks,364.67,8,15,437.6,123.99,2603.75,2023-08-08,16:26,UPI,2917.36,4.7619,123.99,3.8,Aditya Das,475
INV00002387,CUST1279,Diya Mukherjee,Salt Lake,Kolkata,West Bengal,Regular,Female,Unilever,Lux Soap,Personal Care,770.46,1,20,154.09,30.82,647.19,2024-12-05,09:49,Wallet,770.46,4.7619,30.82,7.7,Aarav Reddy,392
INV00002388,CUST2462,Sneha Singh,Delhi NCR,New Delhi,Delhi,Wholesale,Female,ITC,Aashirvaad Atta,Grocery,949.97,5,5,237.49,225.62,4737.98,2023-09-03,18:55,Wallet,4749.85,4.7619,225.62,9.8,Ananya Reddy,482
INV00002389,CUST2474,Rohan Jain,Delhi NCR,New Delhi,Delhi,Regular,Female,Britannia,Britannia Bread,Bakery,1080.74,3,5,162.11,154.01,3234.12,2024-08-02,08:13,Debit Card,3242.22,4.7619,154.01,8.4,Akash Jain,189
INV00002390,CUST2279,Sneha Ghosh,Howrah,Howrah,West Bengal,Wholesale,Male,Nestlé,Maggi Noodles,Instant Food,984.63,5,20,984.63,196.93,4135.45,2023-11-30,15:11,UPI,4923.15,4.7619,196.93,4.6,Akash Pramanik,136
INV00002391,CUST1135,Pooja Verma,Ahmedabad,Ahmedabad,Gujarat,Regular,Female,P&G,Tide Detergent,Home Care,829.82,6,15,746.84,211.6,4443.68,2022-09-24,18:20,Cash,4978.92,4.7619,211.6,7.7,Rahul Reddy,363
INV00002392,CUST1260,Rahul Mukherjee,Salt Lake,Kolkata,West Bengal,Member,Male,Coca-Cola,Coca-Cola,Beverages,838.77,6,20,1006.52,201.31,4227.41,2022-04-05,19:20,Wallet,5032.62,4.7619,201.31,4.2,Diya Roy,248
INV00002393,CUST1382,Pooja Nair,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Adani Wilmar,Fortune Sunflower Oil,Grocery,698.84,2,0,0.0,69.88,1467.56,2022-01-07,14:19,Wallet,1397.68,4.7619,69.88,3.6,Aarav Roy,437
INV00002394,CUST1920,Ananya Roy,Ahmedabad,Ahmedabad,Gujarat,Member,Male,Amul,Amul Butter,Dairy,694.51,1,15,104.18,29.52,619.85,2022-06-13,22:49,Debit Card,694.51,4.7619,29.52,5.7,Akash Gupta,383
INV00002395,CUST2349,Aarav Sharma,Kolkata Central,Kolkata,West Bengal,Member,Female,India Gate,Basmati Rice,Grocery,456.7,3,5,68.5,65.08,1366.68,2023-08-07,21:04,Wallet,1370.1,4.7619,65.08,10.0,Akash Reddy,494
INV00002396,CUST1510,Karan Ghosh,Pune,Pune,Maharashtra,Regular,Male,Amul,Amul Butter,Dairy,83.65,8,5,33.46,31.79,667.53,2022-08-06,09:45,Wallet,669.2,4.7619,31.79,8.6,Karan Pramanik,471
INV00002397,CUST2137,Aditi Mukherjee,Mumbai,Mumbai,Maharashtra,Member,Female,Tata,Tata Tea Gold,Beverages,465.37,2,0,0.0,46.54,977.28,2024-01-11,19:34,Debit Card,930.74,4.7619,46.54,6.0,Diya Patel,196
INV00002398,CUST1949,Karan Sharma,Kolkata Central,Kolkata,West Bengal,Regular,Male,Britannia,Good Day Biscuits,Snacks,1141.46,4,0,0.0,228.29,4794.13,2023-09-30,17:53,Wallet,4565.84,4.7619,228.29,3.9,Akash Verma,200
INV00002399,CUST1353,Aditya Patel,Ahmedabad,Ahmedabad,Gujarat,Member,Female,Unilever,Clinic Plus Shampoo,Personal Care,1115.73,3,20,669.44,133.89,2811.64,2023-08-04,20:27,UPI,3347.19,4.7619,133.89,6.0,Meera Yadav,443
INV00002400,CUST1159,Aarav Yadav,Mumbai,Mumbai,Maharashtra,Member,Female,Colgate,Colgate Toothpaste,Personal Care,498.7,6,20,598.44,119.69,2513.45,2024-07-06,18:02,Wallet,2992.2,4.7619,119.69,8.8,Saanvi Das,348
INV00002401,CUST1521,Priya Verma,Howrah,Howrah,West Bengal,Regular,Female,Unilever,Lux Soap,Personal Care,811.89,7,20,1136.65,227.33,4773.91,2024-07-08,21:39,UPI,5683.23,4.7619,227.33,8.9,Rohan Sharma,142
INV00002402,CUST1110,Pooja Ghosh,Howrah,Howrah,West Bengal,Regular,Male,Britannia,Good Day Biscuits,Snacks,196.58,2,10,39.32,17.69,371.53,2024-10-10,14:02,Wallet,393.16,4.7619,17.69,5.5,Sneha Pramanik,378
INV00002403,CUST1295,Arjun Yadav,Salt Lake,Kolkata,West Bengal,Wholesale,Male,Tata,Tata Salt,Grocery,890.92,3,5,133.64,126.96,2666.08,2024-03-07,12:16,Wallet,2672.76,4.7619,126.96,7.7,Riya Nair,436
INV00002404,CUST1678,Arjun Verma,Mumbai,Mumbai,Maharashtra,Wholesale,Female,Tata,Tata Salt,Grocery,366.59,6,5,109.98,104.48,2194.04,2023-06-06,17:11,Credit Card,2199.54,4.7619,104.48,9.2,Arjun Patel,375
INV00002405,CUST1828,Saanvi Nair,Ahmedabad,Ahmedabad,Gujarat,Member,Male,Nestlé,Maggi Noodles,Instant Food,592.93,7,15,622.58,176.4,3704.33,2023-12-18,14:50,Wallet,4150.51,4.7619,176.4,3.8,Vivaan Sharma,420
INV00002406,CUST1959,Akash Yadav,Howrah,Howrah,West Bengal,Regular,Female,Britannia,Britannia Bread,Bakery,800.22,5,10,400.11,180.05,3781.04,2022-07-30,18:06,UPI,4001.1,4.7619,180.05,7.9,Aditi Gupta,204
INV00002407,CUST2420,Priya Ghosh,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Britannia,Good Day Biscuits,Snacks,1138.66,1,5,56.93,54.09,1135.82,2022-06-23,14:40,Cash,1138.66,4.7619,54.09,9.0,Ananya Yadav,437
INV00002408,CUST1744,Krishna Ghosh,Mumbai,Mumbai,Maharashtra,Wholesale,Female,Britannia,Good Day Biscuits,Snacks,38.08,7,20,53.31,10.66,223.91,2024-07-06,19:25,Credit Card,266.56,4.7619,10.66,9.9,Rahul Pramanik,268
INV00002409,CUST1647,Meera Jain,Salt Lake,Kolkata,West Bengal,Regular,Male,PepsiCo,Pepsi,Beverages,1064.12,7,10,744.88,335.2,7039.16,2024-06-22,21:11,Cash,7448.84,4.7619,335.2,8.6,Sneha Nair,0
INV00002410,CUST2167,Aarav Nair,Ahmedabad,Ahmedabad,Gujarat,Regular,Male,Unilever,Clinic Plus Shampoo,Personal Care,887.3,7,20,1242.22,248.44,5217.32,2022-11-19,14:05,Cash,6211.1,4.7619,248.44,9.0,Aditya Yadav,63
INV00002411,CUST2074,Aditya Verma,Ahmedabad,Ahmedabad,Gujarat,Member,Male,PepsiCo,Pepsi,Beverages,469.14,7,0,0.0,164.2,3448.18,2022-01-07,18:45,Credit Card,3283.98,4.7619,164.2,8.1,Karan Verma,435
INV00002412,CUST1145,Krishna Roy,Chennai,Chennai,Tamil Nadu,Wholesale,Female,Cadbury,Bournvita,Health,622.18,6,0,0.0,186.65,3919.73,2024-10-25,14:07,Credit Card,3733.08,4.7619,186.65,4.5,Sneha Reddy,332
INV00002413,CUST1949,Karan Pramanik,Howrah,Howrah,West Bengal,Wholesale,Female,Nestlé,Maggi Noodles,Instant Food,793.89,1,20,158.78,31.76,666.87,2022-07-31,18:47,Debit Card,793.89,4.7619,31.76,6.5,Riya Reddy,395
INV00002414,CUST1061,Rahul Roy,Delhi NCR,New Delhi,Delhi,Regular,Male,Unilever,Lux Soap,Personal Care,842.78,1,10,84.28,37.93,796.43,2023-04-26,16:33,Cash,842.78,4.7619,37.93,5.6,Priya Verma,498
INV00002415,CUST2087,Diya Gupta,Howrah,Howrah,West Bengal,Member,Female,India Gate,Basmati Rice,Grocery,826.05,3,15,371.72,105.32,2211.75,2023-07-06,13:21,UPI,2478.15,4.7619,105.32,3.8,Ishita Patel,496
INV00002416,CUST2370,Diya Sharma,Hyderabad,Hyderabad,Telangana,Wholesale,Female,PepsiCo,Lay's Chips,Snacks,1117.35,6,15,1005.62,284.92,5983.4,2023-09-04,18:04,UPI,6704.1,4.7619,284.92,3.9,Diya Mukherjee,129
INV00002417,CUST1156,Aditi Das,Howrah,Howrah,West Bengal,Member,Male,Unilever,Dove Soap,Personal Care,876.41,8,0,0.0,350.56,7361.84,2024-10-09,20:36,UPI,7011.28,4.7619,350.56,7.8,Akash Sharma,255
INV00002418,CUST1004,Priya Das,Pune,Pune,Maharashtra,Wholesale,Male,Amul,Amul Milk,Dairy,1106.86,5,15,830.14,235.21,4939.37,2022-07-26,17:27,Credit Card,5534.3,4.7619,235.21,7.6,Pooja Verma,64
INV00002419,CUST2131,Saanvi Roy,Mumbai,Mumbai,Maharashtra,Wholesale,Female,Colgate,Colgate Toothpaste,Personal Care,1166.41,1,15,174.96,49.57,1041.02,2022-03-03,22:48,Debit Card,1166.41,4.7619,49.57,6.9,Krishna Verma,155
INV00002420,CUST2180,Arjun Roy,Mumbai,Mumbai,Maharashtra,Regular,Female,Nestlé,Nescafé Coffee,Beverages,151.97,6,20,182.36,36.47,765.93,2023-03-19,20:50,Wallet,911.82,4.7619,36.47,9.6,Aditya Verma,319
INV00002421,CUST1057,Ishita Ghosh,Pune,Pune,Maharashtra,Wholesale,Female,Nestlé,Maggi Noodles,Instant Food,1188.38,6,15,1069.54,303.04,6363.78,2022-01-09,13:44,Wallet,7130.28,4.7619,303.04,5.0,Diya Mukherjee,334
INV00002422,CUST2259,Arjun Pramanik,Salt Lake,Kolkata,West Bengal,Regular,Female,India Gate,Basmati Rice,Grocery,156.4,1,10,15.64,7.04,147.8,2023-09-25,12:44,Credit Card,156.4,4.7619,7.04,8.6,Meera Pramanik,246
INV00002423,CUST2171,Ananya Pramanik,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,Amul,Amul Milk,Dairy,1092.83,8,10,874.26,393.42,8261.8,2023-09-04,08:30,Credit Card,8742.64,4.7619,393.42,8.0,Saanvi Nair,257
INV00002424,CUST2375,Meera Sharma,Ahmedabad,Ahmedabad,Gujarat,Wholesale,Male,PepsiCo,Pepsi,Beverages,977.48,2,20,390.99,78.2,1642.17,2023-10-09,08:22,Credit Card,1954.96,4.7619,78.2,4.3,Sneha Reddy,99
INV00002425,CUST1037,Aditya Singh,Pune,Pune,Maharashtra,Wholesale,Male,P&G,Tide Detergent,Home Care,249.36,3,5,37.4,35.53,746.21,2022-10-03,17:17,Cash,748.08,4.7619,35.53,7.6,Aarav Singh,93
